२.१४ तपाईको परिवारले कुनै चौपाया तथा पशुपंक्षी पाल्नुभएको छ ?,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/गाइगोरु/बाच्छाबाच्छी,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/राँगाभैसी/पाडापाडी,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/बाख्रा/खसी/बोका/च्याग्रा,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/भेडा,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/सुँगुर/वंगुर,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/कुखुरा/हाँस,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/घोडा/खच्चड,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/याक/चौरी,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/खरायो,२.१५.२ गाइगोरु/बाच्छाबाच्छीको संख्या,२.१५.३ गाइगोरु वार्षिक दूध उत्पादन(लिटर),२.१५.४ गाइगोरु विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ राँगाभैसी/पाडापाडीको संख्या,२.१५.३ राँगाभैसी वार्षिक दूध उत्पादन(लिटर),२.१५.४ राँगाभैसी वार्षिक मासु उत्पादन (के.जि.),२.१५.५ राँगाभैसी हाड/छाला(के.जि.),२.१५.६ राँगाभैसी विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ याक/चौरीको संख्या,२.१५.३  याक/चौरी वार्षिक दूध उत्पादन(लिटर),२.१५.४ याक/चौरी वार्षिक मासु उत्पादन (के.जि.),२.१५.५ याक/चौरी हाड/छाला(के.जि.),२.१५.६  याक/चौरी विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ बाख्रा/खसी/बोकाको संख्या,२.१५.३ बाख्रा वार्षिक दूध उत्पादन(लिटर),२.१५.४ बाख्रा वार्षिक मासु उत्पादन (के.जि.),२.१५.५ बाख्रा हाड/छाला(के.जि.),२.१५.६ बाख्रा विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ भेडाको संख्या,२.१५.३ भेडा वार्षिक दूध उत्पादन(लिटर),२.१५.४ भेडा वार्षिक मासु उत्पादन (के.जि.),२.१५.५ भेडा वार्षिक उन उत्पादन (के.जि.),२.१५.६ भेडा हाड/छाला(के.जि.),२.१५.७ भेडा विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ सुँगुर/वंगुरको संख्या,२.१५.३ सुँगुर/वंगुर वार्षिक मासु उत्पादन (के.जि.),२.१५.४ सुँगुर/वंगुर हाड/छाला(के.जि.),२.१५.५ सुँगुर/वंगुर विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ खरायोको संख्या,२.१५.३ खरायो वार्षिक मासु उत्पादन (के.जि.),२.१५.४ खरायो हाड/छाला(के.जि.),२.१५.५ खरायो विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ कुखुरा/हाँसको संख्या,२.१५.३ कुखुरा/हाँस वार्षिक मासु उत्पादन (के.जि.),२.१५.५ कुखुरा/हाँस वार्षिक अण्डा उत्पादन (संख्या),२.१५.७ कुखुरा/हाँस हाड/छाला(के.जि.),२.१५.८ कुखुरा/हाँस विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ घोडा/खच्चड/झोपाको संख्या,२.१५.३ घोडा बार्षिक आम्दानी (रु.),"२.१६ तपाईको परिवारमा माछा, मौरी र रेशमपालन गर्नुभएको छ ?","२.१६.१ माछा, मौरी र रेशमपालन मध्ये के-के पालन गर्नुभएको छ ?","२.१६.१ माछा, मौरी र रेशमपालन मध्ये के-के पालन गर्नुभएको छ ?/माछा","२.१६.१ माछा, मौरी र रेशमपालन मध्ये के-के पालन गर्नुभएको छ ?/मौरी","२.१६.१ माछा, मौरी र रेशमपालन मध्ये के-के पालन गर्नुभएको छ ?/रेशम","<span style=""color:red"">नभएको खण्डमा 0 लेख्नुहोस</span>",२.१६.१ माछापालन गरेको पोखरी संख्या,२.१६.२ माछापालन पोखरीको क्षेत्रफल,२.१३.३ माछापालन गरिएको क्षेत्रफलको इकाई,२.१६.४ बार्षिक माछा उत्पादन (के.जि.),"<span style=""color:red"">नभएको खण्डमा 0 लेख्नुहोस</span>",२.१६.१ मौरी घार संख्या,२.१६.२ बार्षिक मह उत्पादन (के.जि.),"<span style=""color:red"">नभएको खण्डमा 0 लेख्नुहोस</span>",२.१६.१ रेशमखेती कोयो संख्या,२.१६.२ बार्षिक रेशम उत्पादन (के.जि.),_index
छ,बाख्रा/खसी/बोका/च्याग्रा राँगाभैसी/पाडापाडी गाइगोरु/बाच्छाबाच्छी,1,1,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,,,,,,10,0,50,0,35000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4662
छ,राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा,0,1,1,0,0,0,0,0,0,,,,4,365,0,0,0,,,,,,3,0,30,0,20000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4663
छ,कुखुरा/हाँस,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,4664
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4665
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4666
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,365,0,,,,,,,,,,,3,0,20,0,15000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4667
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छ,मौरी,0,1,0,,,,,,,300,0,,,,4668
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4669
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,35,0,0,0,10000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4670
छ,बाख्रा/खसी/बोका/च्याग्रा राँगाभैसी/पाडापाडी,0,1,1,0,0,0,0,0,0,,,,1,370,0,0,0,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4671
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,4,365,0,,,,,,,,,,,1,0,30,0,30000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4672
छ,बाख्रा/खसी/बोका/च्याग्रा गाइगोरु/बाच्छाबाच्छी,1,0,1,0,0,0,0,0,0,2,365,0,,,,,,,,,,,4,0,15,0,12000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4673
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4674
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4675
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा कुखुरा/हाँस,1,0,1,0,0,1,0,0,0,2,0,0,,,,,,,,,,,3,0,20,0,0,,,,,,,,,,,,,,,5,5,20,0,0,,,छैन,,,,,,,,,,,,,,,,4676
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4677
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4678
छ,गाइगोरु/बाच्छाबाच्छी कुखुरा/हाँस,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,60,0,0,,,छैन,,,,,,,,,,,,,,,,4679
छ,गाइगोरु/बाच्छाबाच्छी राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा कुखुरा/हाँस,1,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,,,,,,8,0,0,0,0,,,,,,,,,,,,,,,2,6,30,0,0,,,छैन,,,,,,,,,,,,,,,,4680
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4681
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छ,मौरी,0,1,0,,,,,,,500,0,,,,4682
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4683
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4684
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,105,200,35,10,30000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4685
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4686
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,3,0,0,,,,,,,,,,,10,0,0,0,25000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4687
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,7,0,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4688
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4689
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4690
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4691
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4692
छ,गाइगोरु/बाच्छाबाच्छी राँगाभैसी/पाडापाडी,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4693
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,2,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4694
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4695
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4696
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4697
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,3,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4698
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4699
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4700
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4701
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4702
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4703
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4704
छ,कुखुरा/हाँस बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,50,0,0,0,80000,,,,,,,,,,,,,,,10,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,4705
छ,कुखुरा/हाँस,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,4706
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4707
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4708
छ,बाख्रा/खसी/बोका/च्याग्रा राँगाभैसी/पाडापाडी गाइगोरु/बाच्छाबाच्छी कुखुरा/हाँस,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,,,,,,10,0,120,0,20000,,,,,,,,,,,,,,,5,0,10,0,0,,,छैन,,,,,,,,,,,,,,,,4709
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा राँगाभैसी/पाडापाडी कुखुरा/हाँस,1,1,1,0,0,1,0,0,0,2,0,0,2,1500,0,0,15000,,,,,,2,0,40,0,0,,,,,,,,,,,,,,,5,0,10,0,0,,,छैन,,,,,,,,,,,,,,,,4710
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4711
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4712
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4713
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4714
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4715
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4716
छ,राँगाभैसी/पाडापाडी,0,1,0,0,0,0,0,0,0,,,,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4717
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा कुखुरा/हाँस,1,0,1,0,0,1,0,0,0,2,0,0,,,,,,,,,,,5,0,0,0,25000,,,,,,,,,,,,,,,20,0,0,0,15000,,,छैन,,,,,,,,,,,,,,,,4718
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4719
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4720
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4721
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4722
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4723
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,2,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4724
छ,गाइगोरु/बाच्छाबाच्छी कुखुरा/हाँस,1,0,0,0,0,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,0,0,0,,,छैन,,,,,,,,,,,,,,,,4725
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4726
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4727
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4728
छ,कुखुरा/हाँस,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,120,0,42000,,,छैन,,,,,,,,,,,,,,,,4729
छ,राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा,0,1,1,0,0,0,0,0,0,,,,2,0,0,0,0,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4730
छ,राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा,0,1,1,0,0,0,0,0,0,,,,2,500,0,0,0,,,,,,4,0,38,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4731
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4732
छ,राँगाभैसी/पाडापाडी,0,1,0,0,0,0,0,0,0,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4733
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,2,0,0,0,20000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4734
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4735
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4736
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4737
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छ,मौरी,0,1,0,,,,,,,5,0,,,,4738
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4739
छ,गाइगोरु/बाच्छाबाच्छी कुखुरा/हाँस,1,0,0,0,0,1,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,4740
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4741
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,3,0,50,0,33000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4742
छ,राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा गाइगोरु/बाच्छाबाच्छी,1,1,1,0,0,0,0,0,0,1,0,0,2,0,100,0,50000,,,,,,5,0,50,0,33000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4743
छ,राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा,0,1,1,0,0,0,0,0,0,,,,2,500,0,0,0,,,,,,6,0,100,0,65000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4744
छ,राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा,0,1,1,0,0,0,0,0,0,,,,2,0,100,65000,0,,,,,,6,0,50,0,33000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4745
छ,बाख्रा/खसी/बोका/च्याग्रा गाइगोरु/बाच्छाबाच्छी,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,2,0,30,0,20000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4746
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4747
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,0,30,0,20000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4748
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4749
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,7,50,0,0,35000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4750
छ,गाइगोरु/बाच्छाबाच्छी राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा,1,1,1,0,0,0,0,0,0,3,0,0,4,0,100,0,60000,,,,,,9,0,50,0,35000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4751
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4752
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,4,0,50,0,33000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4753
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4754
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4755
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4756
छ,राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा,0,1,1,0,0,0,0,0,0,,,,1,500,0,0,0,,,,,,2,0,50,3300,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4757
छ,बाख्रा/खसी/बोका/च्याग्रा राँगाभैसी/पाडापाडी,0,1,1,0,0,0,0,0,0,,,,1,0,50,0,33000,,,,,,2,0,30,0,20000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4758
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4759
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,2,0,30,0,20000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4760
छ,याक/चौरी गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,1,0,1,0,0,,,,,,17,3000,0,0,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4761
छ,बाख्रा/खसी/बोका/च्याग्रा गाइगोरु/बाच्छाबाच्छी,1,0,1,0,0,0,0,0,0,5,0,0,,,,,,,,,,,6,0,0,0,20000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4762
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4763
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा कुखुरा/हाँस,1,0,1,0,0,1,0,0,0,1,0,0,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,8,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,4764
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,10,0,50,0,9000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4765
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4766
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4767
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4768
छ,गाइगोरु/बाच्छाबाच्छी कुखुरा/हाँस,1,0,0,0,0,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,4769
छ,गाइगोरु/बाच्छाबाच्छी भेडा,1,0,0,1,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,35,0,200,0,0,150000,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4770
छ,गाइगोरु/बाच्छाबाच्छी राँगाभैसी/पाडापाडी,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,4771
